id html probability child_path
16 I<sup>6</sup> 0.024 1,3,4,16
b4 iv 0.011 1,3,4,b4
57 V<sup>7</sup> 0.008 1,3,4,57
5/5 V/V 0.005 1,3,4,5/5
164 I<sup>6</sup><sub>4</sub> 0.005 1,3,4,164
67 vi<sup>7</sup> 0.005 1,3,4,67
442 IV<sup>4</sup><sub>2</sub> 0.005 1,3,4,442
56 V<sup>6</sup> 0.005 1,3,4,56
47 IV<sup>7</sup> 0.005 1,3,4,47
27 ii<sup>7</sup> 0.005 1,3,4,27
L27 II<sup>7</sup> 0.005 1,3,4,L27
b6 &#9837;VI 0.002 1,3,4,b6
4 IV 0.359 1,3,6,4
5 V 0.239 1,3,6,5
1 I 0.115 1,3,6,1
2 ii 0.087 1,3,6,2
3 iii 0.074 1,3,6,3
66 vi<sup>6</sup> 0.037 1,3,6,66
5/6 V/vi 0.019 1,3,6,5/6
642 vi<sup>4</sup><sub>2</sub> 0.012 1,3,6,642
67 vi<sup>7</sup> 0.012 1,3,6,67
5/5 V/V 0.008 1,3,6,5/5
37 iii<sup>7</sup> 0.006 1,3,6,37
5/3 V/iii 0.006 1,3,6,5/3
57/4 V<sup>7</sup>/IV 0.006 1,3,6,57/4
164 I<sup>6</sup><sub>4</sub> 0.006 1,3,6,164
4 IV 0.331 1,3,5,4
1 I 0.266 1,3,5,1
6 vi 0.237 1,3,5,6
3 iii 0.058 1,3,5,3
57/5 V<sup>7</sup>/V 0.022 1,3,5,57/5
17 I<sup>7</sup> 0.022 1,3,5,17
67 vi<sup>7</sup> 0.022 1,3,5,67
2 ii 0.022 1,3,5,2
b6 &#9837;VI 0.014 1,3,5,b6
56/6 V<sup>6</sup>/vi 0.007 1,3,5,56/6
3 iii 0.67 1,3,1,3
4 IV 0.083 1,3,1,4
5 V 0.083 1,3,1,5
564 V<sup>6</sup><sub>4</sub> 0.055 1,3,1,564
56 V<sup>6</sup> 0.046 1,3,1,56
6 vi 0.037 1,3,1,6
5 V 0.319 1,3,2,5
4 IV 0.222 1,3,2,4
6 vi 0.181 1,3,2,6
3 iii 0.167 1,3,2,3
57 V<sup>7</sup> 0.042 1,3,2,57
17 I<sup>7</sup> 0.042 1,3,2,17
1 I 0.028 1,3,2,1
1 I 0.653 1,3,5/5,1
D47 IVb7 0.122 1,3,5/5,D47
6 vi 0.122 1,3,5/5,6
67 vi<sup>7</sup> 0.061 1,3,5/5,67
L6 vi 0.041 1,3,5/5,L6
5 V 0.292 1,3,27,5
4 IV 0.25 1,3,27,4
242 ii<sup>4</sup><sub>2</sub> 0.125 1,3,27,242
57 V<sup>7</sup> 0.125 1,3,27,57
3 iii 0.125 1,3,27,3
543 V<sup>4</sup><sub>3</sub> 0.083 1,3,27,543
2 ii 0.286 1,3,67,2
1 I 0.286 1,3,67,1
26 ii<sup>6</sup> 0.143 1,3,67,26
27 ii<sup>7</sup> 0.143 1,3,67,27
3 iii 0.667 1,3,36,3
6 vi 0.333 1,3,36,6
2 ii 0.353 1,3,b7,2
4 IV 0.294 1,3,b7,4
6 vi 0.176 1,3,b7,6
5 V 0.176 1,3,b7,5
2 ii 0.8 1,3,17,2
4 IV 0.2 1,3,17,4
5 V 0.571 1,3,b3,5
1 I 0.429 1,3,b3,1
5/5 V/V 0.667 1,3,56/5,5/5
5 V 0.333 1,3,56/5,5
1 I 1 1,3,M6,1
5 V 0.667 1,3,47,5
6 vi 0.375 1,3,D47,6
1 I 0.375 1,3,D47,1
5 V 0.25 1,3,D47,5
5 V 0.275 1,16,4,5
16 I<sup>6</sup> 0.187 1,16,4,16
1 I 0.106 1,16,4,1
6 vi 0.066 1,16,4,6
164 I<sup>6</sup><sub>4</sub> 0.051 1,16,4,164
46 IV<sup>6</sup> 0.043 1,16,4,46
57 V<sup>7</sup> 0.038 1,16,4,57
7/5 vii&deg;/V 0.03 1,16,4,7/5
56 V<sup>6</sup> 0.025 1,16,4,56
2 ii 0.023 1,16,4,2
542 V<sup>4</sup><sub>2</sub> 0.023 1,16,4,542
3 iii 0.023 1,16,4,3
b4 iv 0.015 1,16,4,b4
L4 &#9839;iv&deg; 0.015 1,16,4,L4
b6 &#9837;VI 0.008 1,16,4,b6
b5 v 0.008 1,16,4,b5
5/6 V/vi 0.008 1,16,4,5/6
36 iii<sup>6</sup> 0.008 1,16,4,36
464 IV<sup>6</sup><sub>4</sub> 0.008 1,16,4,464
265 ii<sup>6</sup><sub>5</sub> 0.008 1,16,4,265
b46 iv<sup>6</sup> 0.008 1,16,4,b46
27 ii<sup>7</sup> 0.008 1,16,4,27
b7 &#9837;VII 0.005 1,16,4,b7
57/2 V<sup>7</sup>/ii 0.003 1,16,4,57/2
16 I<sup>6</sup> 0.516 1,16,1,16
4 IV 0.17 1,16,1,4
164 I<sup>6</sup><sub>4</sub> 0.113 1,16,1,164
6 vi 0.057 1,16,1,6
564 V<sup>6</sup><sub>4</sub> 0.038 1,16,1,564
56 V<sup>6</sup> 0.019 1,16,1,56
L7 vii 0.019 1,16,1,L7
47 IV<sup>7</sup> 0.019 1,16,1,47
364 iii<sup>6</sup><sub>4</sub> 0.019 1,16,1,364
242 ii<sup>4</sup><sub>2</sub> 0.019 1,16,1,242
1 I 0.517 1,16,47,1
164 I<sup>6</sup><sub>4</sub> 0.345 1,16,47,164
365 iii<sup>6</sup><sub>5</sub> 0.069 1,16,47,365
6 vi 0.034 1,16,47,6
265 ii<sup>6</sup><sub>5</sub> 0.034 1,16,47,265
1 I 0.318 1,16,5,1
56 V<sup>6</sup> 0.227 1,16,5,56
6 vi 0.182 1,16,5,6
464 IV<sup>6</sup><sub>4</sub> 0.091 1,16,5,464
564 V<sup>6</sup><sub>4</sub> 0.045 1,16,5,564
565 V<sup>6</sup><sub>5</sub> 0.045 1,16,5,565
4 IV 0.045 1,16,5,4
56/6 V<sup>6</sup>/vi 0.045 1,16,5,56/6
1 I 0.35 1,16,26,1
5 V 0.3 1,16,26,5
164 I<sup>6</sup><sub>4</sub> 0.2 1,16,26,164
57 V<sup>7</sup> 0.1 1,16,26,57
2 ii 0.05 1,16,26,2
16 I<sup>6</sup> 0.327 1,16,164,16
1 I 0.218 1,16,164,1
6 vi 0.164 1,16,164,6
342 iii<sup>4</sup><sub>2</sub> 0.109 1,16,164,342
365 iii<sup>6</sup><sub>5</sub> 0.055 1,16,164,365
57/2 V<sup>7</sup>/ii 0.055 1,16,164,57/2
7/5 vii&deg;/V 0.055 1,16,164,7/5
5/5 V/V 0.018 1,16,164,5/5
6 vi 0.24 1,16,2,6
16 I<sup>6</sup> 0.18 1,16,2,16
66 vi<sup>6</sup> 0.12 1,16,2,66
264 ii<sup>6</sup><sub>4</sub> 0.12 1,16,2,264
1 I 0.12 1,16,2,1
5 V 0.1 1,16,2,5
77/5 vii<sup>??</sup><sup>7</sup>/V 0.06 1,16,2,77/5
464 IV<sup>6</sup><sub>4</sub> 0.06 1,16,2,464
5 V 0.571 1,16,265,5
164 I<sup>6</sup><sub>4</sub> 0.429 1,16,265,164
67 vi<sup>7</sup> 0.5 1,16,3,67
1 I 0.333 1,16,3,1
4 IV 0.167 1,16,3,4
464 IV<sup>6</sup><sub>4</sub> 0.667 1,16,L265,464
26 ii<sup>6</sup> 0.333 1,16,L265,26
164 I<sup>6</sup><sub>4</sub> 0.25 1,16,6,164
16 I<sup>6</sup> 0.25 1,16,6,16
4 IV 0.25 1,16,6,4
265 ii<sup>6</sup><sub>5</sub> 0.25 1,16,6,265
6 vi 0.667 1,16,27,6
165 I<sup>6</sup><sub>5</sub> 0.333 1,16,27,165
56/5 V<sup>6</sup>/V 1 1,16,5/5,56/5
56/5 V<sup>6</sup>/V 0.333 1,16,564,56/5
5 V 0.333 1,16,564,5
1 I 0.333 1,16,564,1
4 IV 1 1,16,57/6,4
1 I 1 1,16,17,1
6 vi 0.5 1,16,b7,6
16 I<sup>6</sup> 0.5 1,16,b7,16
442 IV<sup>4</sup><sub>2</sub> 1 1,16,464/4,442
164 I<sup>6</sup><sub>4</sub> 1 1,16,543,164
164 I<sup>6</sup><sub>4</sub> 0.69 1,164,1,164
16 I<sup>6</sup> 0.092 1,164,1,16
5 V 0.039 1,164,1,5
142 I<sup>4</sup><sub>2</sub> 0.037 1,164,1,142
4 IV 0.021 1,164,1,4
364 iii<sup>6</sup><sub>4</sub> 0.021 1,164,1,364
56 V<sup>6</sup> 0.021 1,164,1,56
57 V<sup>7</sup> 0.018 1,164,1,57
6 vi 0.014 1,164,1,6
143 I<sup>4</sup><sub>3</sub> 0.007 1,164,1,143
542/5 V<sup>4</sup><sub>2</sub>/V 0.007 1,164,1,542/5
5/5 V/V 0.007 1,164,1,5/5
643 vi<sup>4</sup><sub>3</sub> 0.007 1,164,1,643
b7 &#9837;VII 0.007 1,164,1,b7
2 ii 0.007 1,164,1,2
37 iii<sup>7</sup> 0.007 1,164,1,37
1 I 0.318 1,164,4,1
46 IV<sup>6</sup> 0.205 1,164,4,46
5 V 0.174 1,164,4,5
464 IV<sup>6</sup><sub>4</sub> 0.144 1,164,4,464
16 I<sup>6</sup> 0.045 1,164,4,16
b7 &#9837;VII 0.023 1,164,4,b7
5/5 V/V 0.023 1,164,4,5/5
542 V<sup>4</sup><sub>2</sub> 0.023 1,164,4,542
3 iii 0.023 1,164,4,3
664 vi<sup>6</sup><sub>4</sub> 0.5 1,164,6,664
4 IV 0.342 1,164,6,4
16 I<sup>6</sup> 0.053 1,164,6,16
5 V 0.053 1,164,6,5
2 ii 0.026 1,164,6,2
57/5 V<sup>7</sup>/V 0.026 1,164,6,57/5
564 V<sup>6</sup><sub>4</sub> 0.49 1,164,5,564
1 I 0.204 1,164,5,1
6 vi 0.184 1,164,5,6
57 V<sup>7</sup> 0.061 1,164,5,57
164 I<sup>6</sup><sub>4</sub> 0.061 1,164,5,164
164 I<sup>6</sup><sub>4</sub> 0.488 1,164,16,164
1 I 0.163 1,164,16,1
5 V 0.14 1,164,16,5
47/4 IV<sup>7</sup>/IV 0.07 1,164,16,47/4
542 V<sup>4</sup><sub>2</sub> 0.07 1,164,16,542
b47 iv<sup>7</sup> 0.07 1,164,16,b47
b3 &#9837;III 0.25 1,164,b6,b3
b7 &#9837;VII 0.25 1,164,b6,b7
4 IV 0.125 1,164,b6,4
6 vi 0.125 1,164,b6,6
1 I 1 1,164,142,1
5 V 0.375 1,164,464,5
4 IV 0.313 1,164,464,4
164 I<sup>6</sup><sub>4</sub> 0.188 1,164,464,164
1 I 0.125 1,164,464,1
4 IV 0.786 1,164,3,4
Y37 &#9837;IIIb7 0.214 1,164,3,Y37
5 V 1 1,164,56,5
5 V 1 1,164,564,5
4 IV 0.667 1,164,b46,4
1 I 0.333 1,164,b46,1
164 I<sup>6</sup><sub>4</sub> 0.667 1,164,17,164
6 vi 0.333 1,164,17,6
6 vi 0.667 1,164,2,6
3 iii 0.333 1,164,2,3
2 ii 0.5 1,164,642,2
1 I 0.5 1,164,642,1
4 IV 1 1,164,464/4,4
16 I<sup>6</sup> 0.5 1,164,46,16
56 V<sup>6</sup> 0.5 1,164,46,56
543 V<sup>4</sup><sub>3</sub> 1 1,164,542,543
543/5 V<sup>4</sup><sub>3</sub>/V 1 1,164,57/5,543/5
1 I 1 1,164,27,1
4 IV 1 1,164,37,4
564/6 V<sup>6</sup><sub>4</sub>/vi 1 1,164,5/6,564/6
16 I<sup>6</sup> 1 1,164,165,16
1 I 0.422 1,b7,4,1
5 V 0.282 1,b7,4,5
b7 &#9837;VII 0.128 1,b7,4,b7
b3 &#9837;III 0.048 1,b7,4,b3
b4 iv 0.023 1,b7,4,b4
Y6 &#9837;VI 0.017 1,b7,4,Y6
3 iii 0.017 1,b7,4,3
b6 &#9837;VI 0.011 1,b7,4,b6
2 ii 0.009 1,b7,4,2
D3 &#9837;III 0.009 1,b7,4,D3
6 vi 0.009 1,b7,4,6
67 vi<sup>7</sup> 0.009 1,b7,4,67
27 ii<sup>7</sup> 0.009 1,b7,4,27
5/5 V/V 0.003 1,b7,4,5/5
4 IV 0.286 1,b7,6,4
1 I 0.134 1,b7,6,1
b7 &#9837;VII 0.126 1,b7,6,b7
5 V 0.101 1,b7,6,5
b6 &#9837;VI 0.092 1,b7,6,b6
5/5 V/V 0.05 1,b7,6,5/5
Y6 &#9837;VI 0.034 1,b7,6,Y6
b465 iv<sup>6</sup><sub>5</sub> 0.025 1,b7,6,b465
M5 v 0.025 1,b7,6,M5
7 vii&deg; 0.025 1,b7,6,7
b4 iv 0.025 1,b7,6,b4
565/6 V<sup>6</sup><sub>5</sub>/vi 0.025 1,b7,6,565/6
b77 &#9837;VIIb7 0.017 1,b7,6,b77
2 ii 0.008 1,b7,6,2
b7 &#9837;VII 0.427 1,b7,1,b7
2 ii 0.107 1,b7,1,2
5 V 0.087 1,b7,1,5
142 I<sup>4</sup><sub>2</sub> 0.058 1,b7,1,142
b3 &#9837;III 0.058 1,b7,1,b3
4 IV 0.049 1,b7,1,4
Y6 &#9837;VI 0.029 1,b7,1,Y6
3 iii 0.029 1,b7,1,3
6 vi 0.029 1,b7,1,6
57/5 V<sup>7</sup>/V 0.029 1,b7,1,57/5
57/6 V<sup>7</sup>/vi 0.029 1,b7,1,57/6
46 IV<sup>6</sup> 0.029 1,b7,1,46
67 vi<sup>7</sup> 0.01 1,b7,1,67
1 I 0.4 1,b7,5,1
b7 &#9837;VII 0.147 1,b7,5,b7
57 V<sup>7</sup> 0.133 1,b7,5,57
4 IV 0.12 1,b7,5,4
3 iii 0.08 1,b7,5,3
6 vi 0.04 1,b7,5,6
5/5 V/V 0.027 1,b7,5,5/5
56 V<sup>6</sup> 0.013 1,b7,5,56
b6 &#9837;VI 0.484 1,b7,46,b6
5 V 0.203 1,b7,46,5
b46 iv<sup>6</sup> 0.125 1,b7,46,b46
1 I 0.078 1,b7,46,1
67 vi<sup>7</sup> 0.047 1,b7,46,67
M5 v 0.031 1,b7,46,M5
Y6 &#9837;VI 0.031 1,b7,46,Y6
5 V 0.519 1,b7,67,5
47 IV<sup>7</sup> 0.259 1,b7,67,47
L4 &#9839;iv&deg; 0.111 1,b7,67,L4
37 iii<sup>7</sup> 0.111 1,b7,67,37
b3 &#9837;III 0.333 1,b7,b6,b3
b7 &#9837;VII 0.296 1,b7,b6,b7
4 IV 0.111 1,b7,b6,4
164 I<sup>6</sup><sub>4</sub> 0.111 1,b7,b6,164
5 V 0.111 1,b7,b6,5
56/6 V<sup>6</sup>/vi 0.037 1,b7,b6,56/6
1 I 0.308 1,b7,2,1
6 vi 0.231 1,b7,2,6
4 IV 0.231 1,b7,2,4
b5 v 0.115 1,b7,2,b5
564 V<sup>6</sup><sub>4</sub> 0.115 1,b7,2,564
1 I 0.875 1,b7,7,1
4 IV 0.125 1,b7,7,4
4 IV 0.682 1,b7,b3,4
5 V 0.182 1,b7,b3,5
Y6 &#9837;VI 0.136 1,b7,b3,Y6
6 vi 0.667 1,b7,5/6,6
5 V 0.333 1,b7,5/6,5
1 I 1 1,b7,L7,1
2 ii 0.667 1,b7,5/2,2
56/2 V<sup>6</sup>/ii 0.333 1,b7,5/2,56/2
b7 &#9837;VII 1 1,b7,M56,b7
57 V<sup>7</sup> 1 1,b7,b67,57
4 IV 1 1,b7,D3,4
464 IV<sup>6</sup><sub>4</sub> 0.597 1,464,1,464
6 vi 0.063 1,464,1,6
5 V 0.051 1,464,1,5
242 ii<sup>4</sup><sub>2</sub> 0.051 1,464,1,242
4 IV 0.047 1,464,1,4
56 V<sup>6</sup> 0.045 1,464,1,56
46 IV<sup>6</sup> 0.024 1,464,1,46
2 ii 0.016 1,464,1,2
b7 &#9837;VII 0.012 1,464,1,b7
C1 i&deg; 0.012 1,464,1,C1
364 iii<sup>6</sup><sub>4</sub> 0.012 1,464,1,364
564 V<sup>6</sup><sub>4</sub> 0.012 1,464,1,564
67 vi<sup>7</sup> 0.012 1,464,1,67
665 vi<sup>6</sup><sub>5</sub> 0.006 1,464,1,665
b464 iv<sup>6</sup><sub>4</sub> 0.006 1,464,1,b464
C5 &#9837;V 0.006 1,464,1,C5
16 I<sup>6</sup> 0.006 1,464,1,16
3 iii 0.006 1,464,1,3
57/6 V<sup>7</sup>/vi 0.004 1,464,1,57/6
565 V<sup>6</sup><sub>5</sub> 0.004 1,464,1,565
5/5 V/V 0.002 1,464,1,5/5
142 I<sup>4</sup><sub>2</sub> 0.002 1,464,1,142
1 I 0.595 1,464,17,1
464 IV<sup>6</sup><sub>4</sub> 0.351 1,464,17,464
7 vii&deg; 0.054 1,464,17,7
5 V 0.55 1,464,6,5
b7 &#9837;VII 0.15 1,464,6,b7
464 IV<sup>6</sup><sub>4</sub> 0.15 1,464,6,464
4 IV 0.15 1,464,6,4
1 I 0.316 1,464,5,1
464 IV<sup>6</sup><sub>4</sub> 0.211 1,464,5,464
57 V<sup>7</sup> 0.158 1,464,5,57
1 I 0.667 1,464,564,1
4 IV 0.333 1,464,564,4
D4 IV 0.4 1,464,57/4,D4
26 ii<sup>6</sup> 0.4 1,464,57/4,26
464 IV<sup>6</sup><sub>4</sub> 0.2 1,464,57/4,464
464 IV<sup>6</sup><sub>4</sub> 1 1,464,M17,464
1 I 0.643 1,464,b464,1
b6 &#9837;VI 0.357 1,464,b464,b6
67 vi<sup>7</sup> 0.545 1,464,57,67
1 I 0.273 1,464,57,1
4 IV 0.182 1,464,57,4
6 vi 0.75 1,464,56,6
1 I 0.25 1,464,56,1
3 iii 0.5 1,464,4,3
6 vi 0.5 1,464,4,6
5 V 1 1,464,16,5
665 vi<sup>6</sup><sub>5</sub> 1 1,464,L242,665
1 I 1 1,464,364,1
5 V 1 1,464,2,5
5 V 1 1,464,L4,5
4 IV 1 1,464,443,4
4 IV 0.484 1,27,16,4
1 I 0.132 1,27,16,1
265 ii<sup>6</sup><sub>5</sub> 0.075 1,27,16,265
b4 iv 0.069 1,27,16,b4
6 vi 0.057 1,27,16,6
47 IV<sup>7</sup> 0.057 1,27,16,47
27 ii<sup>7</sup> 0.031 1,27,16,27
67 vi<sup>7</sup> 0.019 1,27,16,67
L265 II<sup>6</sup><sub>5</sub> 0.019 1,27,16,L265
5 V 0.019 1,27,16,5
5 V 0.286 1,27,4,5
1 I 0.262 1,27,4,1
6 vi 0.107 1,27,4,6
67 vi<sup>7</sup> 0.107 1,27,4,67
3 iii 0.06 1,27,4,3
164 I<sup>6</sup><sub>4</sub> 0.06 1,27,4,164
16 I<sup>6</sup> 0.036 1,27,4,16
27 ii<sup>7</sup> 0.036 1,27,4,27
b4 iv 0.012 1,27,4,b4
1 I 0.625 1,27,57,1
57/6 V<sup>7</sup>/vi 0.083 1,27,57,57/6
67 vi<sup>7</sup> 0.083 1,27,57,67
b57 v<sup>7</sup> 0.083 1,27,57,b57
4 IV 0.042 1,27,57,4
5 V 0.042 1,27,57,5
16 I<sup>6</sup> 0.042 1,27,57,16
27 ii<sup>7</sup> 0.355 1,27,1,27
4 IV 0.339 1,27,1,4
5 V 0.065 1,27,1,5
6 vi 0.048 1,27,1,6
565 V<sup>6</sup><sub>5</sub> 0.048 1,27,1,565
16 I<sup>6</sup> 0.048 1,27,1,16
57/5 V<sup>7</sup>/V 0.032 1,27,1,57/5
1 I 0.453 1,27,6,1
5 V 0.313 1,27,6,5
4 IV 0.094 1,27,6,4
27 ii<sup>7</sup> 0.047 1,27,6,27
57/5 V<sup>7</sup>/V 0.047 1,27,6,57/5
57/6 V<sup>7</sup>/vi 0.031 1,27,6,57/6
67 vi<sup>7</sup> 0.016 1,27,6,67
1 I 0.786 1,27,5,1
6 vi 0.143 1,27,5,6
27 ii<sup>7</sup> 0.071 1,27,5,27
27 ii<sup>7</sup> 0.487 1,27,3,27
4 IV 0.308 1,27,3,4
47 IV<sup>7</sup> 0.128 1,27,3,47
26 ii<sup>6</sup> 0.077 1,27,3,26
47 IV<sup>7</sup> 0.75 1,27,37,47
6 vi 0.107 1,27,37,6
3 iii 0.107 1,27,37,3
67 vi<sup>7</sup> 0.036 1,27,37,67
2 ii 0.286 1,27,47,2
5 V 0.214 1,27,47,5
37 iii<sup>7</sup> 0.143 1,27,47,37
1 I 0.143 1,27,47,1
5/6 V/vi 0.143 1,27,47,5/6
67 vi<sup>7</sup> 0.071 1,27,47,67
6 vi 0.429 1,27,5/6,6
4 IV 0.357 1,27,5/6,4
27 ii<sup>7</sup> 0.214 1,27,5/6,27
4 IV 1 1,27,b165,4
27 ii<sup>7</sup> 0.5 1,27,2,27
6 vi 0.5 1,27,2,6
47 IV<sup>7</sup> 0.25 1,27,67,47
6 vi 0.25 1,27,67,6
57 V<sup>7</sup> 0.25 1,27,67,57
4 IV 0.25 1,27,67,4
57 V<sup>7</sup> 0.5 1,27,36,57
5 V 0.5 1,27,36,5
4 IV 1 1,27,D3,4
1 I 1 1,27,57/6,1
4 IV 0.417 1,5/6,6,4
5 V 0.192 1,5/6,6,5
2 ii 0.095 1,5/6,6,2
5/6 V/vi 0.078 1,5/6,6,5/6
1 I 0.061 1,5/6,6,1
47 IV<sup>7</sup> 0.022 1,5/6,6,47
164 I<sup>6</sup><sub>4</sub> 0.015 1,5/6,6,164
b5 v 0.015 1,5/6,6,b5
3 iii 0.015 1,5/6,6,3
27 ii<sup>7</sup> 0.012 1,5/6,6,27
542/4 V<sup>4</sup><sub>2</sub>/IV 0.007 1,5/6,6,542/4
57/4 V<sup>7</sup>/IV 0.007 1,5/6,6,57/4
M143 I<sup>4</sup><sub>3</sub> 0.007 1,5/6,6,M143
b46 iv<sup>6</sup> 0.007 1,5/6,6,b46
565/6 V<sup>6</sup><sub>5</sub>/vi 0.007 1,5/6,6,565/6
543/6 V<sup>4</sup><sub>3</sub>/vi 0.007 1,5/6,6,543/6
37 iii<sup>7</sup> 0.007 1,5/6,6,37
642 vi<sup>4</sup><sub>2</sub> 0.007 1,5/6,6,642
5/5 V/V 0.005 1,5/6,6,5/5
56/6 V<sup>6</sup>/vi 0.002 1,5/6,6,56/6
1 I 0.241 1,5/6,4,1
b4 iv 0.124 1,5/6,4,b4
5 V 0.106 1,5/6,4,5
5/5 V/V 0.094 1,5/6,4,5/5
3 iii 0.082 1,5/6,4,3
5/6 V/vi 0.059 1,5/6,4,5/6
57 V<sup>7</sup> 0.047 1,5/6,4,57
57/5 V<sup>7</sup>/V 0.035 1,5/6,4,57/5
56/6 V<sup>6</sup>/vi 0.035 1,5/6,4,56/6
b6 &#9837;VI 0.035 1,5/6,4,b6
6 vi 0.018 1,5/6,4,6
2 ii 0.018 1,5/6,4,2
Y6 &#9837;VI 0.018 1,5/6,4,Y6
7/3 vii&deg;/iii 0.018 1,5/6,4,7/3
76/2 vii&deg;<sup>6</sup>/ii 0.018 1,5/6,4,76/2
565/6 V<sup>6</sup><sub>5</sub>/vi 0.018 1,5/6,4,565/6
16 I<sup>6</sup> 0.018 1,5/6,4,16
b7 &#9837;VII 0.012 1,5/6,4,b7
L27 II<sup>7</sup> 0.006 1,5/6,4,L27
4 IV 0.375 1,5/6,57/6,4
b7 &#9837;VII 0.25 1,5/6,57/6,b7
1 I 0.125 1,5/6,57/6,1
2 ii 0.125 1,5/6,57/6,2
6 vi 0.125 1,5/6,57/6,6
5/6 V/vi 0.722 1,5/6,1,5/6
6 vi 0.167 1,5/6,1,6
5/2 V/ii 0.111 1,5/6,1,5/2
4 IV 0.75 1,5/6,2,4
5/6 V/vi 0.25 1,5/6,2,5/6
6 vi 1 1,5/6,17,6
5/6 V/vi 1 1,5/6,5/5,5/6
5/5 V/V 1 1,5/6,5/2,5/5
1 I 0.415 1,47,5,1
6 vi 0.266 1,47,5,6
46 IV<sup>6</sup> 0.085 1,47,5,46
67 vi<sup>7</sup> 0.069 1,47,5,67
4 IV 0.064 1,47,5,4
37 iii<sup>7</sup> 0.032 1,47,5,37
164 I<sup>6</sup><sub>4</sub> 0.032 1,47,5,164
364 iii<sup>6</sup><sub>4</sub> 0.016 1,47,5,364
3 iii 0.016 1,47,5,3
56/6 V<sup>6</sup>/vi 0.005 1,47,5,56/6
2 ii 0.462 1,47,3,2
6 vi 0.231 1,47,3,6
1 I 0.096 1,47,3,1
342 iii<sup>4</sup><sub>2</sub> 0.096 1,47,3,342
27 ii<sup>7</sup> 0.058 1,47,3,27
47 IV<sup>7</sup> 0.058 1,47,3,47
2 ii 0.273 1,47,37,2
67 vi<sup>7</sup> 0.205 1,47,37,67
4 IV 0.136 1,47,37,4
27 ii<sup>7</sup> 0.114 1,47,37,27
7/3 vii&deg;/iii 0.068 1,47,37,7/3
6 vi 0.068 1,47,37,6
D37 &#9837;III<sup>7</sup> 0.068 1,47,37,D37
17 I<sup>7</sup> 0.068 1,47,37,17
16 I<sup>6</sup> 0.455 1,47,6,16
1 I 0.318 1,47,6,1
5 V 0.114 1,47,6,5
47 IV<sup>7</sup> 0.114 1,47,6,47
6 vi 0.545 1,47,2,6
3 iii 0.364 1,47,2,3
56 V<sup>6</sup> 0.321 1,47,1,56
47 IV<sup>7</sup> 0.25 1,47,1,47
6 vi 0.214 1,47,1,6
67 vi<sup>7</sup> 0.107 1,47,1,67
5 V 0.107 1,47,1,5
5 V 0.5 1,47,67,5
27 ii<sup>7</sup> 0.222 1,47,67,27
6 vi 0.167 1,47,67,6
57 V<sup>7</sup> 0.111 1,47,67,57
3 iii 0.333 1,47,4,3
5 V 0.333 1,47,4,5
6 vi 0.333 1,47,4,6
47 IV<sup>7</sup> 0.529 1,47,27,47
16 I<sup>6</sup> 0.176 1,47,27,16
1 I 0.059 1,47,27,1
47 IV<sup>7</sup> 1 1,47,164,47
4 IV 0.25 1,47,56,4
1 I 0.25 1,47,56,1
37 iii<sup>7</sup> 0.25 1,47,56,37
6 vi 0.25 1,47,56,6
37 iii<sup>7</sup> 0.25 1,47,57,37
7/6 vii&deg;/vi 0.25 1,47,57,7/6
1 I 0.25 1,47,57,1
6 vi 0.25 1,47,57,6
27 ii<sup>7</sup> 0.273 1,47,265,27
3 iii 0.273 1,47,265,3
D77 &#9837;VII<sup>7</sup> 0.273 1,47,265,D77
47 IV<sup>7</sup> 0.182 1,47,265,47
5 V 0.7 1,47,26,5
4 IV 0.3 1,47,26,4
1 I 1 1,47,b7,1
56/6 V<sup>6</sup>/vi 0.333 1,47,16,56/6
57/4 V<sup>7</sup>/IV 0.333 1,47,16,57/4
5/6 V/vi 0.333 1,47,16,5/6
46 IV<sup>6</sup> 0.375 1,47,365,46
56/6 V<sup>6</sup>/vi 0.375 1,47,365,56/6
6 vi 0.25 1,47,365,6
6 vi 1 1,47,464,6
4 IV 0.5 1,47,77,4
57/6 V<sup>7</sup>/vi 0.5 1,47,77,57/6
6 vi 1 1,47,57/6,6
57 V<sup>7</sup> 0.75 1,47,57/5,57
5 V 0.25 1,47,57/5,5
47 IV<sup>7</sup> 1 1,47,5/5,47
5 V 0.564 1,5/5,4,5
6 vi 0.091 1,5/5,4,6
1 I 0.082 1,5/5,4,1
b4 iv 0.073 1,5/5,4,b4
5/5 V/V 0.064 1,5/5,4,5/5
D4 IV 0.045 1,5/5,4,D4
b6 &#9837;VI 0.036 1,5/5,4,b6
b7 &#9837;VII 0.027 1,5/5,4,b7
5/6 V/vi 0.018 1,5/5,4,5/6
4 IV 0.563 1,5/5,6,4
1 I 0.288 1,5/5,6,1
5 V 0.075 1,5/5,6,5
56 V<sup>6</sup> 0.075 1,5/5,6,56
1 I 0.39 1,5/5,5,1
4 IV 0.373 1,5/5,5,4
6 vi 0.051 1,5/5,5,6
L565 V<sup>6</sup><sub>5</sub> 0.051 1,5/5,5,L565
542 V<sup>4</sup><sub>2</sub> 0.051 1,5/5,5,542
D26 ii<sup>6</sup> 0.051 1,5/5,5,D26
b6 &#9837;VI 0.034 1,5/5,5,b6
5 V 0.25 1,5/5,3,5
